hour,weekday,month,holiday,precipitation_mm,visibility_km,temperature_c,wind_speed_kmh,traffic_density,num_lanes,ilumination,work_zone,num_accidents
11,5,5,0,16.7,6.6,17.3,54,7,3,1,0,8
21,3,11,0,0,10.2,9.7,12.9,3,3,0,0,2
6,2,4,0,0,9.6,17.7,65.3,3,4,1,0,4
21,4,7,0,0,9.6,25.6,11,3,2,1,0,0
1,6,2,0,9.4,8.4,8.6,27.2,3,2,1,0,3
16,2,9,0,0,10,25.6,2.8,6,2,1,0,1
14,0,1,0,0,10.3,12.1,14.8,6,3,1,0,1
21,3,11,0,0,10,13.5,14.1,2,3,1,0,1
9,2,1,1,41.9,2.3,10.9,2.4,7,3,1,0,4
7,5,5,0,0,9.6,17.4,30.4,2,3,1,1,4
15,4,1,0,0,9.9,9.6,72.7,5,4,1,0,3
9,2,7,0,0,10.5,22.6,76.5,7,3,1,1,4
18,0,10,0,40.2,2.7,15.7,71.6,9,3,1,0,7
0,5,12,0,25.2,5.6,12.6,84.4,3,4,1,0,6
4,5,11,0,0,9.9,15.9,82,3,3,1,0,2
7,0,3,0,41.4,2.5,12.5,39.3,8,2,1,0,2
8,5,9,0,0,10.5,21.9,1.8,4,2,1,0,1
13,2,11,0,47.2,1.7,10.1,10.1,6,2,1,0,6
10,2,10,0,0,10.2,21.5,19.6,5,2,1,0,1
18,0,8,0,0,9.6,26.4,42.7,8,3,1,0,4
19,0,12,0,0,10.2,12.3,21.6,9,3,1,0,5
0,3,5,0,0,10.3,17.4,77.3,1,3,1,0,2
2,6,8,0,0,10.3,27.7,78.9,4,2,1,0,5
1,5,11,0,0,10.1,9,18,3,3,1,0,7
15,6,12,0,29.9,4.4,8.3,7.6,6,3,1,0,9
22,6,3,1,0,10.1,9.2,86.2,1,3,1,0,4
22,1,4,0,0,9.8,17,34.4,2,2,1,0,1
13,1,7,0,48.8,1,25.6,22.3,6,4,1,0,1
10,5,7,0,0,10.2,27.9,23.1,6,2,1,1,6
1,0,5,0,0,10.5,20.4,11.9,3,2,1,0,3
10,5,9,0,0,9.8,25.8,44.9,8,3,1,0,5
10,3,3,0,0,10.3,9.2,76.8,6,3,1,1,2
8,1,12,0,44.8,1.9,9.5,89,8,3,1,0,6
16,6,5,0,0,9.7,23,0.4,7,2,1,0,0
15,5,2,0,34.2,4,9.2,53.1,7,3,1,0,6
1,5,10,0,0,10.2,19.9,86.2,3,2,0,0,5
8,1,4,0,0,9.6,17.8,14.7,9,3,1,0,3
23,6,5,0,0,9.9,15.8,33.1,2,3,0,0,5
13,0,1,0,0,10.2,10.2,64.2,7,3,1,0,2
15,2,3,0,0,9.8,10,38.5,6,3,1,1,0
3,4,7,0,0,10.2,28.5,32,2,3,1,0,3
13,5,5,0,0,10.3,18.6,72.7,7,2,1,0,2
21,0,7,0,6.3,8.5,25.8,62.3,4,4,1,0,5
9,0,3,0,40.9,2.8,9.5,2.4,8,2,1,0,5
15,3,1,0,0,10.2,8.6,43.7,5,3,1,0,0
18,6,7,1,31.7,4.5,29.8,76.4,4,3,1,0,8
1,4,1,0,3.6,9.7,8.3,42.6,2,4,1,0,0
9,5,4,0,0,10,15.7,61.6,8,4,1,0,7
5,4,4,0,0,10.2,12,18,2,2,1,0,1
17,0,1,0,34,3.6,11.9,45.3,10,3,1,0,4
11,6,1,0,0,10.4,11.8,78.6,7,2,1,0,4
3,6,10,0,0,9.6,18.5,45.7,2,2,0,0,1
14,6,9,0,0,9.7,20.9,73.7,6,2,1,0,2
15,2,5,0,18.9,6.9,17.9,59.8,5,3,1,0,2
13,3,9,0,0,9.5,19.2,0.9,7,2,1,1,2
1,3,1,0,0,10.4,5.5,56.8,2,4,0,0,5
11,0,5,0,0,9.6,18.2,57.9,7,3,1,0,4
6,2,2,1,0,10.2,11.9,11.3,3,3,1,0,1
10,6,11,0,39.9,2.9,10.9,69.7,7,3,1,0,3
1,6,11,0,0,10.1,9,30.5,2,4,0,0,5
22,4,11,0,0,10.2,9.8,46.5,1,3,1,0,2
13,1,8,0,34,3.8,26.5,70.1,7,3,1,0,6
4,3,12,0,0,10,10.2,62.5,2,2,1,0,3
3,2,10,0,0,9.6,16.4,33.7,2,2,1,0,1
9,2,4,0,0,9.5,15.4,6.1,7,3,1,0,7
14,6,8,0,0,10.2,22.7,56.2,7,3,1,0,5
5,5,1,0,0,10.2,9.5,11.1,3,2,0,0,5
21,4,3,0,10.7,8.4,14.7,52.2,2,3,1,0,0
0,2,7,0,26.6,5.1,22.7,88.2,2,3,1,0,3
19,2,3,1,19.8,6.3,11.3,29.2,7,2,1,1,6
10,3,9,0,0,9.9,19.9,79.8,6,3,1,0,3
13,3,2,0,0,10.3,7.1,48.6,5,2,1,0,2
0,6,8,0,0,10.2,23.3,5.4,4,3,1,0,3
16,2,1,0,0,9.6,5.7,62.9,7,4,1,0,2
10,5,6,0,0,10.2,21.2,59.6,7,2,1,0,1
22,1,11,0,0,9.5,9.1,15.6,2,4,1,0,3
0,6,11,0,48.6,1.1,13.8,34.8,4,4,0,0,2
23,0,5,0,0,9.7,21.5,56.3,3,2,1,0,1
22,5,10,0,41.1,2.5,21,51.2,3,3,1,0,5
18,6,4,0,0,9.8,17.8,2.1,7,4,1,0,6
10,3,7,0,0,10,24.9,68.3,7,2,1,1,4
18,6,1,0,34.6,4.2,12.3,17.7,6,2,1,0,5
8,1,2,0,0,10.3,12.6,46.8,7,2,1,0,4
1,0,7,0,0,9.6,23,82.7,2,3,1,0,1
1,2,7,0,0,9.9,28.9,70.9,2,3,1,0,5
10,4,4,0,35.8,3.6,17.7,81.4,5,3,1,0,5
9,4,7,0,0,9.9,26.7,48.7,7,3,1,0,2
18,5,11,0,41,2.7,9.4,30.9,7,4,1,0,11
14,6,1,0,0,10.1,10.5,42,6,3,1,0,3
5,6,1,0,2,9.3,7.3,17.5,3,3,1,1,1
8,5,3,0,0,9.7,8.2,75.9,4,2,1,0,4
14,1,6,0,0,10.4,26.8,89.8,7,4,1,1,3
12,5,6,0,0,10.1,26.4,68.7,7,3,1,0,1
20,6,5,0,0,10.5,22.1,18.8,2,3,1,0,1
12,6,11,0,0,10,10.4,64.1,7,3,1,0,2
18,5,1,0,0,10,6.9,19.7,6,3,1,0,4
14,4,6,0,25.9,5.2,22.6,38.9,6,3,1,0,2
20,0,6,0,0,10,23.4,7,3,2,1,0,0
1,4,4,0,0,9.8,17,69.2,3,2,1,0,4
9,2,6,0,0,9.9,23.6,59,8,3,1,0,4
7,4,10,0,0,10.2,17.7,71.3,8,2,1,0,4
4,4,3,0,0,10,13.3,31.9,1,3,1,0,3
1,1,3,0,0,10.1,14.4,82.2,2,3,0,0,3
18,3,11,0,5.7,9,9.3,62,9,2,1,0,5
11,4,1,0,0,9.9,6.3,10,6,3,1,0,2
6,2,7,0,0,9.7,26.6,27.9,2,4,1,0,0
0,1,8,1,0,10.3,26.2,81.9,3,3,1,1,5
12,4,3,0,31.1,4.3,11.1,59.3,6,2,1,0,5
2,5,12,0,24.9,6,10.4,89.6,2,2,1,0,3
0,0,11,0,0,9.9,15,77,2,2,1,0,1
14,3,8,1,0,9.7,29.6,12.6,5,2,1,0,0
3,1,5,0,0,9.7,20.4,1,2,3,1,0,0
21,4,4,0,31.9,4.3,16.3,59.4,2,4,1,1,0
12,6,4,0,0,9.7,11.7,38,8,3,1,0,1
3,6,11,0,21.1,5.8,11.6,50.6,2,2,0,0,3
0,3,11,0,0,10,9.5,73.4,2,3,1,0,6
18,1,5,0,0,10.5,20.6,61,10,4,1,0,5
0,4,10,0,0,10.2,18,63.4,1,2,1,0,4
11,3,5,0,0,10.1,16.9,65.3,7,3,1,0,2
1,4,7,0,0,9.5,28.8,29.8,1,3,1,0,4
16,2,3,0,43.6,1.7,9.5,57.1,5,2,1,0,4
13,5,8,0,0,9.7,23.4,22.4,7,3,1,0,4
12,1,8,0,0,10.2,28.1,73.8,7,2,1,0,1
9,4,9,0,0,9.8,21.7,40.8,8,3,1,0,4
16,5,12,0,0,9.9,9.2,66.8,6,3,1,0,2
3,3,10,0,0,10.5,20.2,67.6,2,4,1,0,4
1,6,6,0,0,10.2,24.2,23.5,3,4,1,0,2
3,6,2,0,0,9.9,10.7,81.1,3,2,0,0,7
23,6,2,0,0,10.3,12.5,24.2,2,4,1,0,2
2,6,12,0,0,9.8,9.4,15.9,2,2,1,0,3
1,5,3,0,49.2,1.5,11.5,82.2,2,4,1,0,6
1,2,1,0,0,9.5,6.7,71.3,2,3,0,0,4
10,2,4,0,0,9.9,11.5,32,6,2,1,1,4
3,6,9,0,0,10.3,20.9,55.7,3,3,1,0,0
20,6,6,1,0,9.5,25.5,29.3,2,3,1,0,5
21,6,12,0,0,9.8,7.6,12.9,3,3,1,0,0
15,6,2,0,0,10,13,15.1,6,2,1,0,1
5,6,11,0,49.7,0.6,16.4,29.4,3,3,1,0,4
23,3,2,0,0,9.7,10.6,83.1,1,3,1,0,3
13,6,4,0,4.8,8.7,16.9,84.3,7,2,1,0,1
12,4,12,1,27,5.5,13.8,28.8,4,4,1,0,3
0,4,8,0,0,9.8,23.8,61.2,1,3,1,0,5
22,4,8,0,0,9.8,29.7,5.3,3,2,1,0,3
5,6,8,0,0,10.3,29.3,14.3,2,3,1,0,3
9,2,12,0,0,10,6.8,29.1,9,2,1,0,3
22,3,5,0,0,10.3,16.6,58.6,2,3,1,0,4
1,0,6,0,0,9.6,26.8,58.5,2,2,1,0,0
7,3,8,0,0,9.7,28,69.8,9,4,1,0,6
2,0,8,0,0,9.7,26.7,88.9,2,4,1,0,2
13,2,10,0,0,10.2,20.9,48.4,6,4,1,1,4
18,4,12,0,0,10.3,7.7,59.3,8,3,1,0,0
14,6,6,0,0,9.7,20.3,50.6,8,2,1,1,1
17,1,7,0,0,9.7,22.4,85.1,10,3,1,0,7
3,5,1,0,15.3,7.6,12.7,54.2,2,3,1,0,4
14,0,5,0,0,9.6,16.6,56.7,6,4,1,0,0
11,4,11,0,0,9.7,15.6,28.5,7,3,1,1,2
3,5,9,0,0,9.6,25.3,70,2,2,1,0,4
16,5,5,0,0,9.6,17.8,51.5,6,3,1,0,3
11,6,12,0,0,10.1,13.1,36.2,7,3,1,1,2
12,4,12,0,0,10.1,9,70,6,3,1,0,4
13,4,12,0,0,9.8,12.9,85.3,6,3,1,0,1
7,0,3,0,14.6,7.8,14.5,1,9,4,1,0,10
22,4,12,0,0,10.2,13.4,89.9,3,4,1,0,5
4,4,6,0,0,9.9,22,10.2,3,2,1,0,3
0,5,11,0,15.6,7.6,14.1,74.3,2,3,0,0,1
14,2,5,0,44.6,1.7,17.8,9.1,6,2,1,0,3
21,2,4,0,0,9.9,18.1,48.3,3,3,1,0,0
23,3,1,0,0,9.7,6.5,3.6,2,4,1,1,5
15,6,11,0,0,10.3,16.1,45.2,7,3,1,0,2
11,4,1,0,34.1,3.7,12.8,66.4,6,3,1,0,4
8,6,2,0,0,9.7,12.6,17.9,3,2,1,0,3
20,1,4,0,0,9.8,12.5,13.2,2,2,1,0,0
13,4,5,0,0,9.7,18.4,5.5,6,2,1,0,1
11,5,7,0,0,9.7,22,59.4,7,3,1,0,2
15,2,6,0,1.2,9.8,25.9,29.8,6,3,1,0,2
8,1,10,0,0,9.6,19.9,10.8,8,4,1,0,2
17,4,6,0,0,10.3,23.3,13.8,8,3,1,0,9
13,4,9,0,0,9.8,25.7,26.1,7,2,1,0,4
2,1,8,0,0,10.3,25.2,24.4,1,2,1,0,0
16,3,9,0,0,9.8,19.8,63.7,6,2,1,0,2
8,1,5,0,49,1.7,16.7,10.5,8,4,1,0,7
1,5,1,0,48.3,1,12.8,48.4,4,3,1,0,10
4,3,4,0,0,9.6,14.8,44.6,2,2,1,0,2
5,1,7,0,0,9.6,25.4,41,2,3,1,0,2
12,3,1,0,41.6,2.9,6.1,69.3,6,4,1,0,1
3,4,12,0,0,9.6,7.1,68.4,3,2,1,0,2
17,0,1,0,15.2,7.3,11.7,12.8,10,2,1,0,6
3,3,3,0,47.8,1.2,8.6,30,2,2,0,0,6
9,2,2,0,0,9.9,8.1,81.6,9,2,1,0,3
14,5,8,0,0,9.9,27.8,13,7,2,1,0,2
22,3,10,0,0,10.3,19.2,22.1,2,3,1,0,1
2,4,12,0,0,10.2,12,63.3,1,2,1,0,2
3,0,6,0,0,10.3,20.1,41.4,3,3,0,0,2
4,0,12,0,0,9.5,13.7,33.5,2,4,1,0,1
4,2,3,1,28.7,5.1,9.2,16.4,2,4,1,0,4
3,1,1,0,37.7,3.2,5.1,74.9,2,3,1,0,6
4,5,4,0,19.9,6.7,18.8,54.5,2,4,1,0,5
3,0,2,0,0,9.8,7.9,14.6,1,2,1,0,1
20,0,4,0,0,10.1,15.5,71.1,2,3,1,0,4
10,6,7,0,0,10.2,22.8,36.7,7,2,1,0,1
12,3,10,0,8.5,8.7,14.6,56.3,7,2,1,0,3
16,4,12,0,0,10.3,9.6,11.8,6,3,1,0,3
6,4,10,1,31.6,4.3,20.4,12.8,3,3,1,0,5
2,2,10,0,9.4,8.6,16.1,42.6,2,3,1,0,1
1,2,5,0,0,10.4,16,33,3,3,1,0,1
21,0,10,0,39.6,3.1,18.5,13.9,2,3,1,0,1
14,5,2,0,0,10,12.5,9.8,6,2,1,0,3
10,2,10,0,0,10,16.2,3.4,5,3,1,0,0
18,0,10,0,40.5,3,21.8,19.2,8,2,1,0,4
12,0,5,0,0,9.9,16.7,80.4,5,2,1,0,3
11,3,8,0,0,9.7,27.6,31.9,6,3,1,0,2
23,5,10,0,0,10.5,21.5,66.9,3,3,1,0,5
23,0,8,0,0,10.1,27.1,52.1,1,4,0,0,1
12,1,6,0,0,10.2,26.6,33.3,6,3,1,0,3
14,3,7,0,0,9.9,29.8,30.2,7,3,1,0,1
17,3,7,0,0,10.2,27.1,63.2,10,2,1,0,4
15,5,10,0,22.5,6,14.3,26.1,6,2,1,0,5
14,3,11,0,0,9.5,12,20.2,6,4,1,0,3
13,0,1,1,0,10.3,9.2,66.7,4,2,1,0,3
20,3,1,0,0,9.6,10.1,88,2,3,1,0,1
4,4,2,0,0,10.3,11,23.4,2,3,1,0,3
22,4,2,0,36.8,3.9,11.1,70,1,4,0,0,10
3,0,8,0,0,9.6,24.1,16.3,1,3,0,0,2
15,5,2,0,0,10.4,11.1,40.6,5,3,1,1,3
10,2,8,0,0,9.5,26.2,22.9,5,3,1,1,0
16,6,3,0,0,10.4,8.2,12.5,5,4,1,0,1
2,2,12,0,37.4,3.3,10.1,36,1,2,1,0,5
6,5,8,0,0,10.1,24.2,28.7,2,3,1,0,2
2,3,3,0,0,9.8,11.3,54.3,3,3,1,1,2
11,1,2,0,0,9.6,8.5,0.9,6,4,1,0,3
12,2,10,0,28.3,5.1,21.6,72.7,6,3,1,0,4
15,3,1,0,0,9.6,6.4,29.4,6,3,1,1,0
18,0,8,0,0,9.9,29.2,82.6,8,4,1,1,5
2,4,6,0,15.3,7.7,22.9,57.7,3,3,0,0,6
2,1,12,0,45.2,2.4,13.5,78.1,2,2,1,0,3
8,5,3,0,0,9.6,10.6,13.3,3,3,1,0,3
15,2,6,0,0,9.6,25.1,64,6,2,1,0,2
15,0,4,1,41,2.3,11.8,18.8,4,3,1,0,5
4,1,6,0,0,10.1,20.6,36,1,3,1,0,2
3,5,2,0,0,9.7,6.2,59.6,3,3,1,0,2
13,4,6,1,0,9.6,24.2,65.9,4,3,1,0,2
16,3,2,0,0,10.5,7.8,4.8,5,3,1,0,1
19,5,12,0,0,9.7,12.6,62.3,6,2,1,0,4
16,5,10,0,0,10.4,15.9,28.4,5,2,1,0,3
0,1,5,0,38.1,2.7,17.8,42.6,1,2,1,1,2
7,4,9,0,5.1,8.9,23.9,40.7,8,3,1,0,2
11,2,12,0,0,10.2,12.9,75.9,6,3,1,0,1
13,6,4,0,25.1,5.2,16.9,87.6,7,4,1,1,9
21,2,6,0,0,10.5,21.5,3.7,3,3,1,0,3
3,0,8,0,0,10.2,26.2,26.1,2,2,1,0,1
1,1,5,0,24.7,5.1,17.8,75.1,1,2,1,0,4
8,1,12,0,0,9.6,7.8,42.6,8,4,1,0,2
8,2,10,0,0,10.2,16.6,52,8,2,1,0,2
9,4,11,0,39.2,3.3,9.8,47.4,8,3,1,0,5
17,0,7,0,0,10.4,28.3,52.2,9,3,1,0,4
0,3,9,0,3.2,9.8,23.2,30,1,3,1,0,1
18,5,9,0,10.7,7.7,23.9,44.6,5,4,1,0,6
2,0,3,0,5.3,8.8,11.8,74.9,2,2,0,0,3
8,6,10,0,0,10.1,17.5,57.3,2,4,1,0,2
15,3,5,0,29.6,4.5,17.2,34.7,7,3,1,0,1
14,0,10,0,0,9.5,19.2,59.1,6,3,1,0,2
5,2,9,0,0,9.8,23.6,35.2,1,4,1,0,1
4,2,11,0,0,10.4,14.2,33.9,2,4,1,0,2
22,2,10,0,0,10.1,17.2,4,3,2,1,0,2
7,6,12,0,44.1,2.3,9.1,87.6,4,2,1,0,4
0,1,6,0,0,9.6,24.1,50.1,1,3,1,0,1
16,6,4,0,48,1,11.3,12.7,5,3,1,0,7
15,4,6,0,0,10.4,25.4,39.5,6,2,1,0,0
16,2,2,0,30.3,4.4,7.8,84.7,7,3,1,0,4
7,6,9,0,0,9.9,18.5,62.8,2,3,1,0,2
13,2,4,0,0,9.6,15.4,66,7,4,1,0,0
15,0,10,0,0,10.3,14.3,88.3,7,3,1,0,3
23,0,2,1,0,10.2,9.5,27.3,3,2,1,1,7
12,5,3,0,0,9.6,11.5,80.7,8,3,1,0,3
0,1,7,0,0,10.3,26.5,89.2,1,4,1,1,1
9,0,6,0,0,9.7,21.3,54.6,8,2,1,0,2
22,5,6,0,0,9.9,21.4,33,3,4,1,0,2
11,3,12,0,0,9.6,13.3,75.7,6,3,1,0,1
4,0,4,0,0,10,11.9,44.9,1,3,1,0,1
19,3,8,1,0,9.9,23.8,34.1,7,3,1,1,3
19,6,6,0,0,10.3,23.7,68.2,6,3,1,0,3
3,4,7,0,0,9.8,29.9,48.1,2,4,1,0,1
23,1,3,0,0,10.2,10.2,89.9,3,3,1,0,5
3,2,10,0,0,10.3,17.6,1.6,1,2,0,0,2
2,2,10,0,0,9.9,16.1,70.8,2,3,1,0,2
3,5,1,0,0,9.9,7.5,49.8,2,4,0,0,0
11,4,12,1,5.9,8.9,6.9,7,3,3,1,0,4
10,4,6,0,0,10.2,22.8,87.6,6,2,1,0,1
18,0,2,0,0,10,12.2,45.7,9,3,1,0,3
20,0,2,0,0,10.1,14,56.7,3,3,1,0,2
15,5,9,0,0,9.7,22.6,82,6,3,1,0,5
2,2,9,0,0,10.2,22.8,40.4,2,3,1,0,3
21,1,10,0,0,9.8,14.7,37.9,4,3,1,0,0
5,3,1,0,0,10.3,10.7,42.3,1,2,1,1,0
2,1,9,0,0,10.4,20.8,36.2,2,4,1,0,3
23,0,2,0,0,9.9,9.3,40.5,3,3,1,0,4
4,0,10,0,0,10,16.6,15.9,2,3,0,0,2
16,4,9,0,0,9.8,20.5,16.1,5,4,1,0,2
19,2,2,0,14.7,7.3,7.8,15.2,10,3,1,0,6
0,4,1,0,0,10.3,5.1,74.9,1,2,1,0,2
14,2,2,0,0,9.6,13.1,44.4,5,2,1,0,1
11,6,2,0,4.2,8.9,8.7,40.8,7,4,1,0,3
22,6,9,0,0,10.2,25,3.2,3,2,1,0,2
15,1,8,0,0,9.8,23.6,78.8,7,4,1,0,0
2,3,9,0,0,9.5,23.5,55.2,2,2,1,0,1
9,6,4,0,0,10,16,53.8,7,3,1,0,3
14,2,4,0,23.5,5.6,11.9,62.7,6,3,1,0,3
8,4,4,0,0,9.6,17.2,23.5,8,3,1,0,2
15,5,4,0,0,9.8,14.3,51.5,5,2,1,0,0
19,4,6,0,0,10.5,19.2,34.1,10,3,1,0,5
5,6,9,0,0,9.8,19.3,33.6,3,3,1,0,0
0,6,9,0,0,10,19.3,27.1,2,4,1,0,1
20,3,3,0,0,10.4,8.6,45.4,3,4,1,0,0
17,4,3,0,0,9.9,14.7,77.3,10,3,1,0,1
6,0,5,0,0,9.9,18.4,20,3,3,1,0,2
0,3,12,0,0,10,6.9,20.2,3,3,1,0,1
9,2,3,0,0,9.6,9.4,77.8,8,2,1,1,5
15,2,7,0,0,9.7,24.6,50.9,6,2,1,0,0
17,6,8,0,0,10.2,24.6,63.8,6,4,1,0,1
22,0,7,0,26.2,4.9,23.6,78.3,1,3,1,0,4
3,3,5,0,0,9.8,17.6,80.1,2,2,1,0,2
16,4,5,0,0,9.8,21,89.7,7,2,1,0,1
13,1,3,0,0,9.5,13.6,17.9,5,3,1,0,0
14,4,3,1,0,10.4,10.8,1.3,3,3,1,0,3
12,2,9,0,0,9.6,19.2,65.8,6,3,1,0,1
20,6,7,0,0,10.1,24.2,72.7,4,4,1,0,1
7,1,2,0,0,9.6,9.8,0,7,2,1,0,3
3,1,9,0,0,10.2,20.8,75.5,2,2,0,0,9
13,5,6,0,0,10.4,25.2,31.1,7,3,1,0,3
23,0,4,0,0,9.5,13.5,8.5,2,3,1,1,3
22,5,5,0,28.8,4.3,20.7,42.4,3,3,1,0,4
22,1,12,0,0,9.6,9.4,76.1,1,4,1,0,4
10,6,11,0,35.6,4,13.7,85,7,4,1,0,6
14,0,5,0,0,9.9,20.1,75.8,7,3,1,0,2
22,0,10,0,45.9,1.4,14.7,28.6,2,2,1,0,2
23,1,5,0,0,10.4,16.5,68,1,2,1,0,2
6,2,4,0,0,10.2,13.1,44.1,3,3,1,0,2
5,0,10,0,0,9.7,19.6,31.2,3,3,1,0,3
6,2,4,0,6.2,9,12.5,12.6,3,3,1,0,3
11,6,1,0,0,9.8,12.2,16.8,7,2,1,0,1
19,3,10,0,0,9.9,20.7,22.7,9,3,1,0,1
7,6,9,0,0,9.8,22.6,53.4,2,2,1,0,6
10,6,1,0,38.4,3.4,8.7,14.9,6,2,1,0,2
6,3,2,0,28,5.2,6,14.3,2,3,1,0,6
4,2,3,0,0,9.8,13.4,78.5,2,3,1,0,3
7,2,6,0,0,10.1,25,82.3,8,2,1,0,1
2,2,7,0,0,9.8,25.1,73.9,1,3,1,0,1
2,2,11,0,0,9.9,15.5,14.5,1,3,1,0,2
1,2,7,0,0,10.1,28.4,40.5,2,3,1,0,1
5,3,9,0,0,9.6,18.1,85.3,2,3,1,0,2
9,0,2,0,0,9.6,10.8,33.2,8,4,1,0,3
0,3,6,0,6,9.2,23.3,35.7,1,3,1,0,2
14,5,10,0,0,10.3,19.9,47.1,7,2,1,0,0
19,5,11,0,25.9,5.6,11.7,57.3,6,3,1,1,8
9,4,9,0,0,10.2,18.4,51.6,7,3,1,0,3
12,1,11,0,10.8,8.3,14.3,24.7,6,4,1,0,1
10,1,2,0,0,10.1,9.7,37.9,6,3,1,0,1
10,2,6,0,0,10.4,23,47.9,5,3,1,0,0
18,0,11,0,0,9.6,15,47.7,9,3,1,0,3
18,3,7,0,48.7,1.3,25.9,21.1,10,2,1,0,5
5,6,12,0,0,9.9,7.7,81,3,3,1,0,4
7,6,7,0,0,10.3,25.6,83.2,2,3,1,1,6
13,3,4,0,0,9.6,16,89.9,6,4,1,0,0
19,1,3,0,0,9.6,11,66.9,10,4,1,0,5
15,5,4,0,0,10.4,12.7,41.5,5,3,1,0,1
14,4,11,0,0,9.8,16.4,14.3,6,2,1,1,0
21,3,9,0,0,9.6,21.3,23.4,3,2,1,0,2
23,0,5,0,0,10.2,15.3,35.9,3,4,1,0,0
4,6,5,0,0,10.3,20.8,33,3,2,0,0,1
20,5,2,0,0,10.3,12.1,30.8,3,3,1,0,4
9,0,4,0,0,10.2,13.5,64.4,8,3,1,0,4
9,6,7,0,0,10.4,26.7,13.4,6,3,1,0,4
11,5,3,0,0,10,11,83.3,7,3,1,0,3
7,2,4,0,0,10.3,17.3,58.5,8,3,1,0,1
23,6,9,0,0,9.9,18.3,56.4,4,3,1,0,4
18,4,4,0,0,9.7,18.5,77.2,8,4,1,0,3
6,5,2,0,15.5,6.9,8,68.6,3,2,1,0,3
3,3,2,0,29.7,4.8,8.4,0.9,2,2,1,0,6
8,3,11,0,0,10,16.6,27,9,2,1,0,3
5,3,1,0,0,10,6.3,5.9,2,3,1,0,0
21,4,3,0,12,7.6,10.4,69,3,4,1,0,2
12,6,3,0,0,9.7,15.7,88.3,7,3,1,0,4
4,2,6,0,0,9.8,21.5,50.7,3,2,1,0,5
22,1,4,0,0,10.3,11.2,38.5,2,3,1,0,1
8,0,2,0,24.2,5.9,9.8,87.4,7,4,1,0,6
10,2,9,0,0,9.6,19.1,67.5,6,4,1,0,1
9,4,4,0,0,9.8,15.4,59.5,8,3,1,0,6
14,5,4,0,0,10,13.7,61,7,3,1,0,3
15,6,1,0,49.5,1,9.5,89.6,7,3,1,0,11
19,5,4,0,0,9.9,13.2,40.6,7,4,1,0,3
22,5,7,0,0,9.8,27,35.1,2,3,1,0,2
14,5,11,0,0,10.4,16.1,64.3,7,2,1,0,1
0,4,10,0,6.8,8.6,14.6,78.4,3,4,1,0,4
4,3,2,0,0,9.9,12,66.6,2,3,1,0,2
5,4,10,0,38,2.8,17.9,54.4,2,3,1,0,2
16,0,8,1,0,9.9,29.7,9,4,3,1,0,2
22,0,11,0,0,10,16.6,24.7,2,3,1,0,0
0,1,9,0,0,10.3,18.5,72.2,3,4,1,0,2
16,1,12,0,0,9.9,13.4,70.8,5,2,1,0,3
0,2,1,0,43.7,2.5,5.4,33.9,2,3,1,0,3
15,3,7,0,0,9.6,26.8,57.3,6,3,1,0,1
17,2,10,0,24.9,5.8,18.6,11.3,9,2,1,0,2
19,0,4,0,33.1,3.9,18.8,60.2,9,3,1,0,8
20,0,4,0,31.9,4.6,12.9,35.7,2,3,1,0,4
6,3,10,0,0,10.2,19.2,46.3,3,2,1,0,2
21,0,11,0,0,9.8,15.3,38.4,2,3,1,0,1
17,5,5,0,0,10,19.4,84.6,7,3,1,0,6
23,2,9,0,0,10.4,22.2,72,2,2,1,0,1
21,1,11,0,0,10.3,15,13.7,4,3,1,0,0
12,2,7,0,0,10.4,25.7,12.3,7,2,1,1,4
2,0,7,0,0,9.7,29.8,87.9,3,3,1,0,2
2,1,5,0,0,10.2,19.7,60.5,1,2,1,0,0
3,4,5,0,0,10.1,16.9,39.4,3,3,1,0,0
23,2,5,0,42,2.2,20,38.3,1,4,1,0,2
23,4,10,0,42.6,2.3,19.6,38.9,1,2,0,0,5
11,0,1,0,0,9.7,9,53.2,6,2,1,0,2
18,3,10,0,0,9.9,18.8,53.1,10,2,1,0,3
19,3,7,0,32.5,4.1,25.7,77.7,8,3,1,0,5
10,0,5,0,0,10.2,21.8,22.8,7,3,1,0,3
22,5,5,0,28.1,5.3,20.2,66.7,4,2,1,0,6
23,0,11,0,0,10.1,15.1,18.2,3,3,1,0,4
18,2,9,0,0,10.3,22.3,35.8,9,2,1,0,5
11,3,3,0,47.8,1.7,15.1,26.5,6,2,1,0,3
8,0,8,0,0,9.7,29,39.6,9,2,1,1,1
19,3,8,0,0,10.1,25.3,76.3,9,4,1,0,6
11,1,6,0,34.8,3.6,25.6,63.2,7,3,1,0,9
17,6,4,0,0,9.6,16,44.7,6,2,1,1,5
11,0,12,0,44.9,1.4,10.8,38.8,7,2,1,0,6
13,1,9,0,0,10.4,25.8,4.8,7,3,1,0,4
7,4,3,0,46.5,1.9,10.7,8.5,8,4,1,0,5
11,1,12,0,5,8.9,7.6,31.6,6,2,1,0,2
19,0,9,1,0,9.7,25.7,47.6,6,3,1,0,3
5,1,11,0,11.3,7.8,16,82.1,2,3,1,0,5
17,6,2,0,14.9,7.2,7.4,46.7,7,3,1,0,4
12,6,8,0,0,9.6,24,12.7,8,3,1,0,4
21,5,10,0,0,10.2,16.6,47.5,3,3,1,0,2
